year,season,fishery,area,index
1980,3,31,3,6.44180341039166e-07
1980,4,31,3,5.45867322362614e-07
1981,1,31,3,6.74020287940458e-07
1981,2,31,3,5.90985239207267e-07
1981,3,31,3,4.45922969866063e-07
1981,4,31,3,5.49770221294399e-07
1982,1,31,3,6.03045298911096e-07
1982,2,31,3,5.82260507289939e-07
1982,3,31,3,5.56818078371444e-07
1982,4,31,3,8.19270963497543e-07
1983,1,31,3,7.77276597331881e-07
1983,2,31,3,8.26284799546587e-07
1983,3,31,3,7.0480615536233e-07
1983,4,31,3,7.87165316308535e-07
1984,1,31,3,6.85560897912564e-07
1984,2,31,3,6.1423715680817e-07
1984,3,31,3,6.873744270778e-07
1984,4,31,3,7.7993061707631e-07
1985,1,31,3,7.65625801616022e-07
1985,2,31,3,7.21857054773554e-07
1985,3,31,3,7.25122763999319e-07
1985,4,31,3,9.45087592235808e-07
1986,1,31,3,8.04208814425956e-07
1986,2,31,3,7.49735447641666e-07
1986,3,31,3,8.59474165064818e-07
1986,4,31,3,1.07376422426531e-06
1987,1,31,3,1.11164511056569e-06
1987,2,31,3,1.03983848579219e-06
1987,3,31,3,1.10801556642599e-06
1987,4,31,3,9.55873252565279e-07
1988,1,31,3,7.6918370990936e-07
1988,2,31,3,6.58228213608388e-07
1988,3,31,3,7.62085316078835e-07
1988,4,31,3,7.18030635062503e-07
1989,1,31,3,6.78774783093379e-07
1989,2,31,3,8.49771897635961e-07
1989,3,31,3,8.21690148510167e-07
1989,4,31,3,1.01063275818049e-06
1990,1,31,3,9.74610005723679e-07
1990,2,31,3,9.12360828146855e-07
1990,3,31,3,1.06881996639479e-06
1990,4,31,3,9.54425308054069e-07
1991,1,31,3,9.68646213922379e-07
1991,2,31,3,8.6909977107294e-07
1991,3,31,3,9.21288520241779e-07
1991,4,31,3,7.7924454074815e-07
1992,1,31,3,9.080161162494e-07
1992,2,31,3,1.1099075643089e-06
1992,3,31,3,8.95641642827402e-07
1992,4,31,3,9.03000272803607e-07
1993,1,31,3,7.71478638699915e-07
1993,2,31,3,8.69870349029495e-07
1993,3,31,3,7.56754451697266e-07
1993,4,31,3,7.98878591646151e-07
1994,1,31,3,6.65835048700671e-07
1994,2,31,3,8.35042462159447e-07
1994,3,31,3,8.48180901286272e-07
1994,4,31,3,9.30549245015554e-07
1995,1,31,3,7.94827251845481e-07
1995,2,31,3,7.28475793638064e-07
1995,3,31,3,6.7322523249392e-07
1995,4,31,3,6.92562987466812e-07
1996,1,31,3,6.74556776374513e-07
1996,2,31,3,7.94133313440692e-07
1996,3,31,3,8.14992293904765e-07
1996,4,31,3,7.92845407016947e-07
1997,1,31,3,7.91836987623293e-07
1997,2,31,3,8.01811874439889e-07
1997,3,31,3,9.09543198927131e-07
1997,4,31,3,1.50590988517357e-06
1998,1,31,3,1.18684599589333e-06
1998,2,31,3,9.10970968365888e-07
1998,3,31,3,7.70685756322793e-07
1998,4,31,3,6.27511900165996e-07
1999,1,31,3,6.27082846637412e-07
1999,2,31,3,6.11672924408114e-07
1999,3,31,3,7.65902454965649e-07
1999,4,31,3,7.46195080297334e-07
2000,1,31,3,6.52141486779366e-07
2000,2,31,3,6.95945526117461e-07
2000,3,31,3,7.63854339577454e-07
2000,4,31,3,7.4419230695442e-07
2001,1,31,3,6.86562894791401e-07
2001,2,31,3,8.76540110817881e-07
2001,3,31,3,8.89000825596376e-07
2001,4,31,3,8.68337364625746e-07
2002,1,31,3,8.52905120476062e-07
2002,2,31,3,1.07437846032629e-06
2002,3,31,3,9.21819018898774e-07
2002,4,31,3,8.30799878737122e-07
2003,1,31,3,8.02863117482902e-07
2003,2,31,3,6.07656380816711e-07
2003,3,31,3,6.51088374511409e-07
2003,4,31,3,7.71838229380988e-07
2004,1,31,3,7.1696650218877e-07
2004,2,31,3,7.83405147598887e-07
2004,3,31,3,7.56710965594063e-07
2004,4,31,3,7.26179628251343e-07
2005,1,31,3,5.44665680753902e-07
2005,2,31,3,4.66685205670798e-07
2005,3,31,3,5.22881062663239e-07
2005,4,31,3,5.93983506565508e-07
2006,1,31,3,5.30678536314577e-07
2006,2,31,3,6.3073219647776e-07
2006,3,31,3,6.25465260410425e-07
2006,4,31,3,6.91586943064302e-07
2007,1,31,3,5.92782580539248e-07
2007,2,31,3,5.12545088045964e-07
2007,3,31,3,5.46329583388425e-07
2007,4,31,3,5.60525539170586e-07
2008,1,31,3,4.98646338187213e-07
2008,2,31,3,5.51007713373101e-07
2008,3,31,3,5.47945728260537e-07
2008,4,31,3,7.14109514241222e-07
2009,1,31,3,7.30912423235197e-07
2009,2,31,3,6.3504337921023e-07
2009,3,31,3,6.06200381204021e-07
2009,4,31,3,6.12726220900717e-07
2010,1,31,3,5.64082181488642e-07
2010,2,31,3,4.65572193343439e-07
2010,3,31,3,4.13409209170925e-07
2010,4,31,3,4.36871583781884e-07
2011,1,31,3,5.06831370949751e-07
2011,2,31,3,5.67196002923341e-07
2011,3,31,3,5.86670701918869e-07
2011,4,31,3,6.51698596122139e-07
2012,1,31,3,5.76834474484266e-07
2012,2,31,3,6.64961694708031e-07
2012,3,31,3,5.5359863033154e-07
2012,4,31,3,5.21162900140213e-07
2013,1,31,3,4.74822751126466e-07
2013,2,31,3,4.38320216329682e-07
2013,3,31,3,5.67262822818538e-07
2013,4,31,3,6.65555166364208e-07
2014,1,31,3,6.97701429287777e-07
2014,2,31,3,8.11626964423878e-07
2014,3,31,3,9.06405726451498e-07
2014,4,31,3,8.5858509893276e-07
2015,1,31,3,8.31173613618453e-07
2015,2,31,3,7.74677678142631e-07
2015,3,31,3,7.00408026058388e-07
2015,4,31,3,8.53854568924881e-07
2016,1,31,3,5.74821002344793e-07
2016,2,31,3,4.15745779907309e-07
2016,3,31,3,4.81388264081528e-07
2016,4,31,3,4.59125843837664e-07
2017,1,31,3,5.29938322002024e-07
2017,2,31,3,4.88553240346768e-07
2017,3,31,3,4.91153881019914e-07
2017,4,31,3,4.72606730616845e-07
2018,1,31,3,5.53526118751325e-07
2018,2,31,3,5.45389691496738e-07
2018,3,31,3,5.41496063075637e-07
2018,4,31,3,6.33320137843499e-07
2019,1,31,3,5.75690694446735e-07
2019,2,31,3,4.92665193190353e-07
2019,3,31,3,5.10885019991057e-07
2019,4,31,3,5.03157656860715e-07
2020,1,31,3,5.24962181179785e-07
2020,2,31,3,3.83719416099916e-07
2020,3,31,3,3.69072357971963e-07
2020,4,31,3,4.80523339079378e-07
2021,1,31,3,3.52899476846027e-07
2021,2,31,3,5.4551353857732e-07
2021,3,31,3,4.92457328271898e-07
2021,4,31,3,4.73348511889643e-07
2022,1,31,3,5.14181556132304e-07
2022,2,31,3,4.56997832325951e-07
2022,3,31,3,4.44581475550924e-07
2022,4,31,3,3.95945531168377e-07
2023,1,31,3,4.77231738443918e-07
2023,2,31,3,5.97302248487085e-07
2023,3,31,3,7.15489097928734e-07
2023,4,31,3,5.99942991366517e-07
2024,1,31,3,6.81780301009581e-07
2024,2,31,3,5.83050971564724e-07
2024,3,31,3,5.90994288763562e-07
2024,4,31,3,5.94628515792045e-07
1952,3,32,4,1.5762017940264e-06
1952,4,32,4,1.21402390671264e-06
1953,1,32,4,8.52531110897079e-07
1953,2,32,4,2.1149236802208e-06
1953,3,32,4,1.37823887271108e-06
1953,4,32,4,9.55563254654651e-07
1954,1,32,4,1.22505308679124e-06
1954,2,32,4,1.25455843908233e-06
1954,3,32,4,1.34438358328094e-06
1954,4,32,4,1.19031147625923e-06
1955,1,32,4,1.21681521519465e-06
1955,2,32,4,1.78903771673336e-06
1955,3,32,4,1.13404244808741e-06
1955,4,32,4,1.60178381415459e-06
1956,1,32,4,6.38357248136708e-07
1956,2,32,4,1.45295774845878e-06
1956,3,32,4,2.03442187586224e-06
1956,4,32,4,2.2770650101951e-06
1957,1,32,4,1.12720449656489e-06
1957,2,32,4,1.50907736407066e-06
1957,3,32,4,1.29572002681673e-06
1957,4,32,4,1.34173316930903e-06
1958,1,32,4,2.86522493350198e-06
1958,2,32,4,1.14646512437308e-06
1958,3,32,4,9.42428436585202e-07
1958,4,32,4,9.01303488884819e-07
1959,1,32,4,8.02117794691264e-07
1959,2,32,4,1.07758674152825e-06
1959,3,32,4,1.34783262093506e-06
1959,4,32,4,1.29375667982886e-06
1960,1,32,4,7.6812654336657e-07
1960,2,32,4,7.96318437913237e-07
1960,3,32,4,7.02824583470382e-07
1960,4,32,4,5.67986842068525e-07
1961,1,32,4,7.01372260115996e-07
1961,2,32,4,1.17491243337781e-06
1961,3,32,4,3.43371705209577e-07
1961,4,32,4,5.16154461605812e-07
1962,1,32,4,5.1408967013058e-07
1962,2,32,4,2.08747190576126e-06
1962,3,32,4,1.22437468062053e-06
1962,4,32,4,1.10005945455904e-06
1963,1,32,4,1.04842786223145e-06
1963,2,32,4,1.48703189721165e-06
1963,3,32,4,1.17115302246925e-06
1963,4,32,4,1.20392969349796e-06
1964,1,32,4,1.06713307445387e-06
1964,2,32,4,1.05446846225059e-06
1964,3,32,4,9.02267751911918e-07
1964,4,32,4,1.13950292783161e-06
1965,1,32,4,1.25508260164237e-06
1965,2,32,4,1.44843236035994e-06
1965,3,32,4,9.06980308299172e-07
1965,4,32,4,8.10399711059369e-07
1966,1,32,4,9.33612188064119e-07
1966,2,32,4,1.31681269293576e-06
1966,3,32,4,8.65698672595474e-07
1966,4,32,4,1.3598347947718e-06
1967,1,32,4,1.18951088609698e-06
1967,2,32,4,1.38573264591331e-06
1967,3,32,4,1.10148538976968e-06
1967,4,32,4,1.23157711900487e-06
1968,1,32,4,1.2032252988551e-06
1968,2,32,4,1.24962817793851e-06
1968,3,32,4,9.25942807889748e-07
1968,4,32,4,9.26810291335876e-07
1969,1,32,4,1.3043060525717e-06
1969,2,32,4,1.11055238068253e-06
1969,3,32,4,1.01752467162923e-06
1969,4,32,4,1.45439385433849e-06
1970,1,32,4,1.51320373099237e-06
1970,2,32,4,1.13345279938744e-06
1970,3,32,4,9.4428394314512e-07
1970,4,32,4,1.21858914742662e-06
1971,1,32,4,1.14745134928271e-06
1971,2,32,4,1.10505656272777e-06
1971,3,32,4,8.90975379384568e-07
1971,4,32,4,8.91346478487137e-07
1972,1,32,4,9.85821322775093e-07
1972,2,32,4,1.17994969998464e-06
1972,3,32,4,7.74640319856622e-07
1972,4,32,4,7.94426925059705e-07
1973,1,32,4,9.21527217837353e-07
1973,2,32,4,9.14041482387464e-07
1973,3,32,4,8.00768941355162e-07
1973,4,32,4,7.35486056277188e-07
1974,1,32,4,6.42562582956032e-07
1974,2,32,4,7.02890473291793e-07
1974,3,32,4,5.45953466133e-07
1974,4,32,4,6.63039180962896e-07
1975,1,32,4,8.11123827936112e-07
1975,2,32,4,1.05580541999873e-06
1975,3,32,4,1.1236414536376e-06
1975,4,32,4,1.22926564940732e-06
1976,1,32,4,1.31438431081192e-06
1976,2,32,4,1.18520299144778e-06
1976,3,32,4,8.92885573081781e-07
1976,4,32,4,8.82012094459902e-07
1977,1,32,4,8.60238485437957e-07
1977,2,32,4,7.30261735490084e-07
1977,3,32,4,5.69412712639525e-07
1977,4,32,4,9.73127627041235e-07
1978,1,32,4,7.88788917414853e-07
1978,2,32,4,1.06148570741961e-06
1978,3,32,4,9.06337466821721e-07
1978,4,32,4,8.22248043256849e-07
1979,1,32,4,8.8207219410068e-07
1979,2,32,4,1.04430317882342e-06
1979,3,32,4,8.89997509669842e-07
1979,4,32,4,1.26132293991395e-06
1980,1,32,4,1.09984023733623e-06
1980,2,32,4,9.99569872535758e-07
1980,3,32,4,9.41931570770285e-07
1980,4,32,4,1.03433616768107e-06
1981,1,32,4,6.03862189922223e-07
1981,2,32,4,7.57769629665462e-07
1981,3,32,4,1.05764880999147e-06
1981,4,32,4,7.31603327997426e-07
1982,1,32,4,5.52217084445675e-07
1982,2,32,4,7.552382850103e-07
1982,3,32,4,6.41654638419036e-07
1982,4,32,4,6.3332333408929e-07
1983,1,32,4,9.91589934725187e-07
1983,2,32,4,1.22121610841308e-06
1983,3,32,4,6.28250216074615e-07
1983,4,32,4,5.54601994711957e-07
1984,1,32,4,8.8187713233578e-07
1984,2,32,4,1.38494664472834e-06
1984,3,32,4,8.1772917321584e-07
1984,4,32,4,4.29834552450101e-07
1985,1,32,4,8.91980540639457e-07
1985,2,32,4,8.57320695750665e-07
1985,3,32,4,8.45573482841016e-07
1985,4,32,4,8.88015621812189e-07
1986,1,32,4,7.04541144039633e-07
1986,2,32,4,1.0070595987583e-06
1986,3,32,4,8.1256551567962e-07
1986,4,32,4,8.75570119368145e-07
1987,1,32,4,7.45500419307183e-07
1987,2,32,4,8.10439630387536e-07
1987,3,32,4,7.98983610631531e-07
1987,4,32,4,5.53126004523041e-07
1988,1,32,4,4.88912997568699e-07
1988,2,32,4,7.33478989593278e-07
1988,3,32,4,6.03170892030522e-07
1988,4,32,4,5.0657607787369e-07
1989,1,32,4,3.95808920027663e-07
1989,2,32,4,7.66686259856944e-07
1989,3,32,4,5.95190305182197e-07
1989,4,32,4,4.66110719547261e-07
1990,1,32,4,6.74783725981686e-07
1990,2,32,4,1.11120899465467e-06
1990,3,32,4,8.09567859687979e-07
1990,4,32,4,6.21998053735993e-07
1991,1,32,4,1.10409801244501e-06
1991,2,32,4,9.7257213179734e-07
1991,3,32,4,6.44683052221334e-07
1991,4,32,4,5.64195795772993e-07
1992,1,32,4,6.77394937727917e-07
1992,2,32,4,8.13654984292832e-07
1992,3,32,4,5.93530037669637e-07
1992,4,32,4,5.10131982330745e-07
1993,1,32,4,5.11983378695945e-07
1993,2,32,4,6.64352526780677e-07
1993,3,32,4,6.50306016433268e-07
1993,4,32,4,5.77399660541841e-07
1994,1,32,4,6.64103424309819e-07
1994,2,32,4,8.60217847271714e-07
1994,3,32,4,5.69346009778549e-07
1994,4,32,4,5.63723216850319e-07
1995,1,32,4,5.68249613231154e-07
1995,2,32,4,1.09360888302007e-06
1995,3,32,4,7.68397433644742e-07
1995,4,32,4,7.78036601204494e-07
1996,1,32,4,8.17982793265291e-07
1996,2,32,4,1.33736468343338e-06
1996,3,32,4,1.20153594025805e-06
1996,4,32,4,9.05864096334145e-07
1997,1,32,4,9.39717628185717e-07
1997,2,32,4,1.20746651550363e-06
1997,3,32,4,9.65999496576654e-07
1997,4,32,4,9.25523679559509e-07
1998,1,32,4,9.45763088634421e-07
1998,2,32,4,1.0844129792304e-06
1998,3,32,4,9.22295318713707e-07
1998,4,32,4,9.1427332040368e-07
1999,1,32,4,7.22349566529477e-07
1999,2,32,4,8.70584204457526e-07
1999,3,32,4,8.42325905212189e-07
1999,4,32,4,6.70985278389496e-07
2000,1,32,4,8.01583512443055e-07
2000,2,32,4,1.06509989510918e-06
2000,3,32,4,9.85356406802069e-07
2000,4,32,4,7.52350583487299e-07
2001,1,32,4,7.53034699812906e-07
2001,2,32,4,8.65225183303529e-07
2001,3,32,4,1.19601674667729e-06
2001,4,32,4,6.15047572004667e-07
2002,1,32,4,6.25890402702865e-07
2002,2,32,4,7.39162705289943e-07
2002,3,32,4,6.23124245452429e-07
2002,4,32,4,5.13442026180027e-07
2003,1,32,4,5.51405406599035e-07
2003,2,32,4,7.79141242822498e-07
2003,3,32,4,4.84153120145253e-07
2003,4,32,4,5.06779013575401e-07
2004,1,32,4,5.11879550818236e-07
2004,2,32,4,8.78157109370245e-07
2004,3,32,4,6.95257758497831e-07
2004,4,32,4,5.28278485945008e-07
2005,1,32,4,5.54797640236765e-07
2005,2,32,4,7.74360030850229e-07
2005,3,32,4,5.36318534127054e-07
2005,4,32,4,7.134808030044e-07
2006,1,32,4,4.57452426087941e-07
2006,2,32,4,6.35273637758962e-07
2006,3,32,4,3.94919314842991e-07
2006,4,32,4,4.5252957129504e-07
2007,1,32,4,5.74299484425685e-07
2007,2,32,4,5.7155536251229e-07
2007,3,32,4,5.26026819327603e-07
2007,4,32,4,6.80293590988298e-07
2008,1,32,4,4.99106791661303e-07
2008,2,32,4,7.70953693373848e-07
2008,3,32,4,5.35347307996485e-07
2008,4,32,4,4.65193193298e-07
2009,1,32,4,3.80316720449555e-07
2009,2,32,4,5.49811400387674e-07
2009,3,32,4,4.82492817903621e-07
2009,4,32,4,4.42180231668716e-07
2010,1,32,4,4.02076076758796e-07
2010,2,32,4,5.24208115448261e-07
2010,3,32,4,3.82039612437117e-07
2010,4,32,4,2.80227414815461e-07
2011,1,32,4,4.10922091711602e-07
2011,2,32,4,6.99806884052894e-07
2011,3,32,4,4.94644091535713e-07
2011,4,32,4,3.31978705688277e-07
2012,1,32,4,4.0634055414508e-07
2012,2,32,4,5.99432112186647e-07
2012,3,32,4,4.64082874977419e-07
2012,4,32,4,3.03303040045869e-07
2013,1,32,4,1.02355258085414e-06
2013,2,32,4,6.0273511843961e-07
2013,3,32,4,3.63050699289398e-07
2013,4,32,4,3.02815996474086e-07
2014,1,32,4,5.89963454673316e-07
2014,2,32,4,6.19860198637412e-07
2014,3,32,4,4.05649665148431e-07
2014,4,32,4,4.2858799049476e-07
2015,1,32,4,4.30155618512217e-07
2015,2,32,4,5.70824927035191e-07
2015,3,32,4,4.34011975499175e-07
2015,4,32,4,4.12317141146066e-07
2016,1,32,4,4.6582478065087e-07
2016,2,32,4,5.31047474271692e-07
2016,3,32,4,4.52561881577335e-07
2016,4,32,4,3.5801437131445e-07
2017,1,32,4,2.85681975095561e-07
2017,2,32,4,3.99432708646338e-07
2017,3,32,4,3.24040460730608e-07
2017,4,32,4,2.53631023305319e-07
2018,1,32,4,2.93366596102309e-07
2018,2,32,4,4.55609403506523e-07
2018,3,32,4,3.487747271974e-07
2018,4,32,4,2.78728298331261e-07
2019,1,32,4,3.03121959955601e-07
2019,2,32,4,3.291049277024e-07
2019,3,32,4,2.82271792195529e-07
2019,4,32,4,2.27285199008285e-07
2020,1,32,4,2.64202622367762e-07
2020,2,32,4,3.0033668454996e-07
2020,3,32,4,3.40252493475758e-07
2020,4,32,4,2.83386122307894e-07
2021,1,32,4,3.59825366815293e-07
2021,2,32,4,4.47600476897182e-07
2021,3,32,4,4.46047536373325e-07
2021,4,32,4,2.84337272859727e-07
2022,1,32,4,3.95960396087944e-07
2022,2,32,4,4.75129730205748e-07
2022,3,32,4,4.17414019846896e-07
2022,4,32,4,3.88669329579322e-07
2023,1,32,4,3.88332033703834e-07
2023,2,32,4,3.8037720008429e-07
2023,3,32,4,3.55185861077842e-07
2023,4,32,4,2.61599355388077e-07
2024,1,32,4,3.56180632325761e-07
2024,2,32,4,4.00895807040096e-07
2024,3,32,4,3.33354743948691e-07
2024,4,32,4,2.79154671480302e-07
1952,1,33,5,3.68699701419421e-06
1952,2,33,5,1.37494193879288e-06
1952,3,33,5,1.99694893126603e-06
1952,4,33,5,1.07785076285413e-06
1953,1,33,5,1.69548005779219e-06
1953,2,33,5,1.30461383267598e-06
1953,3,33,5,1.44007484028722e-06
1953,4,33,5,1.53708815236256e-06
1954,1,33,5,1.1410839721024e-06
1954,2,33,5,5.54142485373912e-07
1954,3,33,5,7.51248292766384e-07
1954,4,33,5,7.73686371746821e-07
1955,1,33,5,1.0511562001255e-06
1955,2,33,5,1.13528021655035e-06
1955,3,33,5,8.39659420519304e-07
1955,4,33,5,9.51136303706345e-07
1956,1,33,5,1.27466781802332e-06
1956,2,33,5,9.67085980819762e-07
1956,3,33,5,1.79046177882937e-06
1956,4,33,5,9.32831556218774e-07
1957,1,33,5,1.36595632075355e-06
1957,2,33,5,1.6263951314504e-06
1957,3,33,5,1.33381417627993e-06
1957,4,33,5,1.16664657317429e-06
1958,1,33,5,1.44247017420165e-06
1958,2,33,5,1.21535591422359e-06
1958,3,33,5,1.41840811386518e-06
1958,4,33,5,1.08241803128093e-06
1959,1,33,5,1.06043860958184e-06
1959,2,33,5,1.18274360354732e-06
1959,3,33,5,1.08123345647378e-06
1959,4,33,5,1.35779267169883e-06
1960,1,33,5,9.65901521934091e-07
1960,2,33,5,1.09122202644495e-06
1960,3,33,5,1.21257140802095e-06
1960,4,33,5,1.57927019102576e-06
1961,1,33,5,1.23926734479113e-06
1961,2,33,5,1.55013745670861e-06
1961,3,33,5,1.37129269863887e-06
1961,4,33,5,1.02784172021544e-06
1962,1,33,5,9.98511321821062e-07
1962,2,33,5,1.04186584158836e-06
1962,3,33,5,1.18384112081386e-06
1962,4,33,5,1.19347462195617e-06
1963,1,33,5,1.24186216256956e-06
1963,2,33,5,1.22079100788079e-06
1963,3,33,5,1.21130642832097e-06
1963,4,33,5,1.04698921529856e-06
1964,1,33,5,1.26899033764763e-06
1964,2,33,5,1.08762892012455e-06
1964,3,33,5,1.02337401238291e-06
1964,4,33,5,9.93012536079703e-07
1965,1,33,5,1.03735480205903e-06
1965,2,33,5,9.95022450260925e-07
1965,3,33,5,1.02619773775426e-06
1965,4,33,5,8.75128522981604e-07
1966,1,33,5,1.16166836392539e-06
1966,2,33,5,1.11186989267429e-06
1966,3,33,5,9.26035564683105e-07
1966,4,33,5,9.11059011074375e-07
1967,1,33,5,1.07728728220674e-06
1967,2,33,5,1.10379217011297e-06
1967,3,33,5,8.62269270472472e-07
1967,4,33,5,7.12552655405828e-07
1968,1,33,5,8.59736524647116e-07
1968,2,33,5,9.22017191796755e-07
1968,3,33,5,8.52305538782978e-07
1968,4,33,5,8.88907267754441e-07
1969,1,33,5,1.08356136662921e-06
1969,2,33,5,1.05489522905563e-06
1969,3,33,5,1.04193232442341e-06
1969,4,33,5,1.02503042852053e-06
1970,1,33,5,8.61708118656586e-07
1970,2,33,5,7.36295292218667e-07
1970,3,33,5,5.79897862330248e-07
1970,4,33,5,5.73873717989895e-07
1971,1,33,5,8.04637608824498e-07
1971,2,33,5,7.23788276668853e-07
1971,3,33,5,7.20369146020594e-07
1971,4,33,5,6.01916127885196e-07
1972,1,33,5,7.93072282044036e-07
1972,2,33,5,1.02035361254826e-06
1972,3,33,5,7.41710930769737e-07
1972,4,33,5,6.12455754010656e-07
1973,1,33,5,7.67972801443442e-07
1973,2,33,5,7.64388291505565e-07
1973,3,33,5,7.53845808923458e-07
1973,4,33,5,5.53884497738354e-07
1974,1,33,5,5.00746157930437e-07
1974,2,33,5,6.323738555609e-07
1974,3,33,5,6.24497422446206e-07
1974,4,33,5,5.95148046632842e-07
1975,1,33,5,8.21147699926957e-07
1975,2,33,5,1.37836063682211e-06
1975,3,33,5,1.211124441573e-06
1975,4,33,5,9.56491299421856e-07
1976,1,33,5,1.03757293369038e-06
1976,2,33,5,8.78311072942402e-07
1976,3,33,5,6.30285604638836e-07
1976,4,33,5,6.39583900491608e-07
1977,1,33,5,7.67273126418429e-07
1977,2,33,5,8.96116591624878e-07
1977,3,33,5,9.34232075287982e-07
1977,4,33,5,1.21706245446384e-06
1978,1,33,5,1.18732298385768e-06
1978,2,33,5,9.36251755024939e-07
1978,3,33,5,9.86260965784687e-07
1978,4,33,5,8.56670060985081e-07
1979,1,33,5,7.43900536998836e-07
1979,2,33,5,9.87333001380756e-07
1979,3,33,5,1.02776914913626e-06
1979,4,33,5,1.1091548732481e-06
1980,1,33,5,6.94847358183985e-07
1980,2,33,5,8.35538111773966e-07
1980,3,33,5,7.2152902483724e-07
1980,4,33,5,6.02181218524714e-07
1981,1,33,5,7.0514010163911e-07
1981,2,33,5,6.38014550267977e-07
1981,3,33,5,6.01568067180258e-07
1981,4,33,5,5.38493147399983e-07
1982,1,33,5,5.83086406980895e-07
1982,2,33,5,8.68359449617849e-07
1982,3,33,5,7.14092901548154e-07
1982,4,33,5,9.603418001561e-07
1983,1,33,5,1.27957593691605e-06
1983,2,33,5,1.44705835347404e-06
1983,3,33,5,7.74896317288931e-07
1983,4,33,5,6.34414965290153e-07
1984,1,33,5,7.64676830556541e-07
1984,2,33,5,7.82139612412066e-07
1984,3,33,5,7.4386743183372e-07
1984,4,33,5,6.73198847326136e-07
1985,1,33,5,8.55855301852285e-07
1985,2,33,5,7.67327980485541e-07
1985,3,33,5,8.13853836524151e-07
1985,4,33,5,8.77044978793754e-07
1986,1,33,5,6.5406844772288e-07
1986,2,33,5,7.74659022315372e-07
1986,3,33,5,8.42850334002898e-07
1986,4,33,5,8.33917377172212e-07
1987,1,33,5,1.05139586525315e-06
1987,2,33,5,1.0161477175905e-06
1987,3,33,5,1.06065506486333e-06
1987,4,33,5,8.77811159992038e-07
1988,1,33,5,7.1131884483947e-07
1988,2,33,5,6.28907845137958e-07
1988,3,33,5,5.61819498748657e-07
1988,4,33,5,5.14724921782619e-07
1989,1,33,5,5.028872853335e-07
1989,2,33,5,5.44237914246054e-07
1989,3,33,5,6.57244789926595e-07
1989,4,33,5,5.34482014500172e-07
1990,1,33,5,5.35775940369151e-07
1990,2,33,5,8.66525388519042e-07
1990,3,33,5,9.6785969195784e-07
1990,4,33,5,7.56119033583955e-07
1991,1,33,5,6.70936712898034e-07
1991,2,33,5,1.05014259203394e-06
1991,3,33,5,1.07837250272652e-06
1991,4,33,5,7.85061636495234e-07
1992,1,33,5,1.01224082204257e-06
1992,2,33,5,9.62548660154465e-07
1992,3,33,5,1.08087014370344e-06
1992,4,33,5,9.20960610619549e-07
1993,1,33,5,6.28522996442736e-07
1993,2,33,5,1.15545017054089e-06
1993,3,33,5,9.01881290191031e-07
1993,4,33,5,9.93977785474582e-07
1994,1,33,5,6.52828581302708e-07
1994,2,33,5,9.22588960174977e-07
1994,3,33,5,1.21439437177733e-06
1994,4,33,5,1.34513016967728e-06
1995,1,33,5,8.17834558349893e-07
1995,2,33,5,7.48456916642929e-07
1995,3,33,5,7.309052536235e-07
1995,4,33,5,6.7461255530798e-07
1996,1,33,5,4.94223244819079e-07
1996,2,33,5,7.16615026581541e-07
1996,3,33,5,7.05135039549888e-07
1996,4,33,5,5.961571474092e-07
1997,1,33,5,6.90191354422485e-07
1997,2,33,5,1.03175494721499e-06
1997,3,33,5,1.16103327500755e-06
1997,4,33,5,1.50660540707726e-06
1998,1,33,5,1.92256454642571e-06
1998,2,33,5,1.23685453406224e-06
1998,3,33,5,8.21075186725857e-07
1998,4,33,5,5.9946282859395e-07
1999,1,33,5,5.34240371750908e-07
1999,2,33,5,6.94572085713888e-07
1999,3,33,5,5.59838475453688e-07
1999,4,33,5,6.77927771567317e-07
2000,1,33,5,6.1339012317121e-07
2000,2,33,5,6.80799917134312e-07
2000,3,33,5,6.47439668259536e-07
2000,4,33,5,5.12973318557894e-07
2001,1,33,5,4.80335066703432e-07
2001,2,33,5,6.72455073053645e-07
2001,3,33,5,7.71214383556672e-07
2001,4,33,5,5.30212571354754e-07
2002,1,33,5,6.32346792365231e-07
2002,2,33,5,8.79747190183958e-07
2002,3,33,5,9.39552753463504e-07
2002,4,33,5,9.13373602892722e-07
2003,1,33,5,6.34594510432168e-07
2003,2,33,5,4.14123454538642e-07
2003,3,33,5,3.89526631011287e-07
2003,4,33,5,5.06796327283684e-07
2004,1,33,5,6.02551661092949e-07
2004,2,33,5,9.48947758389126e-07
2004,3,33,5,6.51146875364045e-07
2004,4,33,5,6.76102876547197e-07
2005,1,33,5,5.80719644713766e-07
2005,2,33,5,6.5678083766233e-07
2005,3,33,5,6.16367610221168e-07
2005,4,33,5,6.90558082821374e-07
2006,1,33,5,5.00703091523978e-07
2006,2,33,5,5.82673068119305e-07
2006,3,33,5,7.92948598670705e-07
2006,4,33,5,7.940628870859e-07
2007,1,33,5,8.20587983919689e-07
2007,2,33,5,6.94726621401958e-07
2007,3,33,5,7.15987478587857e-07
2007,4,33,5,5.25037018696227e-07
2008,1,33,5,3.84427592355515e-07
2008,2,33,5,5.23137879010821e-07
2008,3,33,5,6.7493702069265e-07
2008,4,33,5,7.0910381208771e-07
2009,1,33,5,5.60599395170943e-07
2009,2,33,5,5.70926083041436e-07
2009,3,33,5,5.89063708197105e-07
2009,4,33,5,5.67439992066843e-07
